GAME_DATE,GAME_ID,season
2025-11-24,0022500284,2025-26
2025-11-24,0022500288,2025-26
2025-11-24,0022500288,2025-26
2025-11-24,0022500289,2025-26
2025-11-24,0022500286,2025-26
2025-11-24,0022500290,2025-26
2025-11-24,0022500290,2025-26
2025-11-24,0022500287,2025-26
2025-11-24,0022500291,2025-26
2025-11-24,0022500291,2025-26
2025-11-24,0022500285,2025-26
2025-11-24,0022500283,2025-26
2025-11-24,0022500285,2025-26
2025-11-24,0022500292,2025-26
2025-11-24,0022500286,2025-26
2025-11-24,0022500287,2025-26
2025-11-24,0022500289,2025-26
2025-11-24,0022500292,2025-26
2025-11-24,0022500284,2025-26
2025-11-24,0022500283,2025-26
2025-11-23,0022500275,2025-26
2025-11-23,0022500281,2025-26
2025-11-23,0022500279,2025-26
2025-11-23,0022500282,2025-26
2025-11-23,0022500280,2025-26
2025-11-23,0022500276,2025-26
2025-11-23,0022500277,2025-26
2025-11-23,0022500277,2025-26
2025-11-23,0022500275,2025-26
2025-11-23,0022500278,2025-26
2025-11-23,0022500279,2025-26
2025-11-23,0022500281,2025-26
2025-11-23,0022500282,2025-26
2025-11-23,0022500278,2025-26
2025-11-23,0022500280,2025-26
2025-11-23,0022500276,2025-26
2025-11-22,0022500268,2025-26
2025-11-22,0022500271,2025-26
2025-11-22,0022500268,2025-26
2025-11-22,0022500270,2025-26
2025-11-22,0022500273,2025-26
2025-11-22,0022500273,2025-26
2025-11-22,0022500272,2025-26
2025-11-22,0022500269,2025-26
2025-11-22,0022500274,2025-26
2025-11-22,0022500271,2025-26
2025-11-22,0022500269,2025-26
2025-11-22,0022500272,2025-26
2025-11-22,0022500274,2025-26
2025-11-22,0022500270,2025-26
2025-11-21,0022500056,2025-26
2025-11-21,0022500049,2025-26
2025-11-21,0022500055,2025-26
2025-11-21,0022500050,2025-26
2025-11-21,0022500052,2025-26
2025-11-21,0022500052,2025-26
2025-11-21,0022500056,2025-26
2025-11-21,0022500055,2025-26
2025-11-21,0022500048,2025-26
2025-11-21,0022500049,2025-26
2025-11-21,0022500050,2025-26
2025-11-21,0022500053,2025-26
2025-11-21,0022500053,2025-26
2025-11-21,0022500054,2025-26
2025-11-21,0022500051,2025-26
2025-11-21,0022500051,2025-26
2025-11-21,0022500048,2025-26
2025-11-21,0022500054,2025-26
2025-11-20,0022500265,2025-26
2025-11-20,0022500266,2025-26
2025-11-20,0022500264,2025-26
2025-11-20,0022500266,2025-26
2025-11-20,0022500267,2025-26
2025-11-20,0022500265,2025-26
2025-11-20,0022500264,2025-26
2025-11-20,0022500267,2025-26
2025-11-19,0022500256,2025-26
2025-11-19,0022500260,2025-26
2025-11-19,0022500257,2025-26
2025-11-19,0022500257,2025-26
2025-11-19,0022500255,2025-26
2025-11-19,0022500255,2025-26
2025-11-19,0022500262,2025-26
2025-11-19,0022500262,2025-26
2025-11-19,0022500258,2025-26
2025-11-19,0022500259,2025-26
2025-11-19,0022500261,2025-26
2025-11-19,0022500261,2025-26
2025-11-19,0022500263,2025-26
2025-11-19,0022500256,2025-26
2025-11-19,0022500259,2025-26
2025-11-19,0022500263,2025-26
2025-11-19,0022500258,2025-26
2025-11-19,0022500260,2025-26
2025-11-18,0022500249,2025-26
2025-11-18,0022500251,2025-26
2025-11-18,0022500250,2025-26
2025-11-18,0022500252,2025-26
2025-11-18,0022500249,2025-26
2025-11-18,0022500250,2025-26
2025-11-18,0022500254,2025-26
2025-11-18,0022500251,2025-26
2025-11-18,0022500253,2025-26
2025-11-18,0022500254,2025-26
2025-11-18,0022500252,2025-26
2025-11-18,0022500253,2025-26
2025-11-17,0022500241,2025-26
2025-11-17,0022500245,2025-26
2025-11-17,0022500241,2025-26
2025-11-17,0022500247,2025-26
2025-11-17,0022500247,2025-26
2025-11-17,0022500248,2025-26
2025-11-17,0022500246,2025-26
2025-11-17,0022500244,2025-26
2025-11-17,0022500246,2025-26
2025-11-17,0022500248,2025-26
2025-11-17,0022500243,2025-26
2025-11-17,0022500242,2025-26
2025-11-17,0022500242,2025-26
2025-11-17,0022500244,2025-26
2025-11-17,0022500245,2025-26
2025-11-17,0022500243,2025-26
2025-11-16,0022500235,2025-26
2025-11-16,0022500234,2025-26
2025-11-16,0022500233,2025-26
2025-11-16,0022500240,2025-26
2025-11-16,0022500234,2025-26
2025-11-16,0022500239,2025-26
2025-11-16,0022500235,2025-26
2025-11-16,0022500238,2025-26
2025-11-16,0022500236,2025-26
2025-11-16,0022500240,2025-26
2025-11-16,0022500237,2025-26
2025-11-16,0022500236,2025-26
2025-11-16,0022500237,2025-26
2025-11-16,0022500239,2025-26
2025-11-16,0022500233,2025-26
2025-11-16,0022500238,2025-26
2025-11-15,0022500232,2025-26
2025-11-15,0022500229,2025-26
2025-11-15,0022500229,2025-26
2025-11-15,0022500232,2025-26
2025-11-15,0022500230,2025-26
2025-11-15,0022500230,2025-26
2025-11-15,0022500228,2025-26
2025-11-15,0022500231,2025-26
2025-11-15,0022500228,2025-26
2025-11-15,0022500231,2025-26
2025-11-14,0022500046,2025-26
2025-11-14,0022500040,2025-26
2025-11-14,0022500044,2025-26
2025-11-14,0022500044,2025-26
2025-11-14,0022500039,2025-26
2025-11-14,0022500042,2025-26
2025-11-14,0022500043,2025-26
2025-11-14,0022500040,2025-26
2025-11-14,0022500043,2025-26
2025-11-14,0022500039,2025-26
2025-11-14,0022500042,2025-26
2025-11-14,0022500047,2025-26
2025-11-14,0022500045,2025-26
2025-11-14,0022500047,2025-26
2025-11-14,0022500045,2025-26
2025-11-14,0022500041,2025-26
2025-11-14,0022500041,2025-26
2025-11-14,0022500046,2025-26
2025-11-13,0022500225,2025-26
2025-11-13,0022500226,2025-26
2025-11-13,0022500227,2025-26
2025-11-13,0022500226,2025-26
2025-11-13,0022500225,2025-26
2025-11-13,0022500227,2025-26
2025-11-12,0022500215,2025-26
2025-11-12,0022500219,2025-26
2025-11-12,0022500220,2025-26
2025-11-12,0022500220,2025-26
2025-11-12,0022500213,2025-26
2025-11-12,0022500222,2025-26
2025-11-12,0022500217,2025-26
2025-11-12,0022500213,2025-26
2025-11-12,0022500223,2025-26
2025-11-12,0022500224,2025-26
2025-11-12,0022500217,2025-26
2025-11-12,0022500216,2025-26
2025-11-12,0022500224,2025-26
2025-11-12,0022500214,2025-26
2025-11-12,0022500218,2025-26
2025-11-12,0022500216,2025-26
2025-11-12,0022500219,2025-26
2025-11-12,0022500222,2025-26
2025-11-12,0022500215,2025-26
2025-11-12,0022500221,2025-26
2025-11-12,0022500214,2025-26
2025-11-12,0022500223,2025-26
2025-11-12,0022500221,2025-26
2025-11-12,0022500218,2025-26
2025-11-11,0022500208,2025-26
2025-11-11,0022500209,2025-26
2025-11-11,0022500209,2025-26
2025-11-11,0022500208,2025-26
2025-11-11,0022500210,2025-26
2025-11-11,0022500211,2025-26
2025-11-11,0022500212,2025-26
2025-11-11,0022500207,2025-26
2025-11-11,0022500207,2025-26
2025-11-11,0022500211,2025-26
2025-11-11,0022500212,2025-26
2025-11-11,0022500210,2025-26
2025-11-10,0022500198,2025-26
2025-11-10,0022500204,2025-26
2025-11-10,0022500202,2025-26
2025-11-10,0022500204,2025-26
2025-11-10,0022500201,2025-26
2025-11-10,0022500199,2025-26
2025-11-10,0022500198,2025-26
2025-11-10,0022500203,2025-26
2025-11-10,0022500201,2025-26
2025-11-10,0022500202,2025-26
2025-11-10,0022500205,2025-26
2025-11-10,0022500200,2025-26
2025-11-10,0022500203,2025-26
2025-11-10,0022500206,2025-26
2025-11-10,0022500206,2025-26
2025-11-10,0022500200,2025-26
2025-11-10,0022500205,2025-26
2025-11-10,0022500199,2025-26
2025-11-09,0022500192,2025-26
2025-11-09,0022500191,2025-26
2025-11-09,0022500197,2025-26
2025-11-09,0022500196,2025-26
2025-11-09,0022500197,2025-26
2025-11-09,0022500191,2025-26
2025-11-09,0022500193,2025-26
2025-11-09,0022500194,2025-26
2025-11-09,0022500193,2025-26
2025-11-09,0022500195,2025-26
2025-11-09,0022500195,2025-26
2025-11-09,0022500192,2025-26
2025-11-09,0022500196,2025-26
2025-11-09,0022500194,2025-26
2025-11-08,0022500189,2025-26
2025-11-08,0022500183,2025-26
2025-11-08,0022500188,2025-26
2025-11-08,0022500189,2025-26
2025-11-08,0022500185,2025-26
2025-11-08,0022500183,2025-26
2025-11-08,0022500187,2025-26
2025-11-08,0022500190,2025-26
2025-11-08,0022500185,2025-26
2025-11-08,0022500188,2025-26
2025-11-08,0022500187,2025-26
2025-11-08,0022500184,2025-26
2025-11-08,0022500190,2025-26
2025-11-08,0022500186,2025-26
2025-11-08,0022500186,2025-26
2025-11-08,0022500184,2025-26
2025-11-07,0022500030,2025-26
2025-11-07,0022500029,2025-26
2025-11-07,0022500032,2025-26
2025-11-07,0022500030,2025-26
2025-11-07,0022500038,2025-26
2025-11-07,0022500031,2025-26
2025-11-07,0022500028,2025-26
2025-11-07,0022500029,2025-26
2025-11-07,0022500028,2025-26
2025-11-07,0022500038,2025-26
2025-11-07,0022500034,2025-26
2025-11-07,0022500036,2025-26
2025-11-07,0022500034,2025-26
2025-11-07,0022500033,2025-26
2025-11-07,0022500036,2025-26
2025-11-07,0022500035,2025-26
2025-11-07,0022500035,2025-26
2025-11-07,0022500031,2025-26
2025-11-07,0022500037,2025-26
2025-11-07,0022500033,2025-26
2025-11-07,0022500037,2025-26
2025-11-07,0022500032,2025-26
2025-11-06,0022500182,2025-26
2025-11-06,0022500182,2025-26
2025-11-05,0022500178,2025-26
2025-11-05,0022500174,2025-26
2025-11-05,0022500179,2025-26
2025-11-05,0022500177,2025-26
2025-11-05,0022500176,2025-26
2025-11-05,0022500171,2025-26
2025-11-05,0022500173,2025-26
2025-11-05,0022500172,2025-26
2025-11-05,0022500172,2025-26
2025-11-05,0022500181,2025-26
2025-11-05,0022500181,2025-26
2025-11-05,0022500173,2025-26
2025-11-05,0022500180,2025-26
2025-11-05,0022500176,2025-26
2025-11-05,0022500178,2025-26
2025-11-05,0022500175,2025-26
2025-11-05,0022500174,2025-26
2025-11-05,0022500180,2025-26
2025-11-05,0022500171,2025-26
2025-11-05,0022500179,2025-26
2025-11-05,0022500175,2025-26
2025-11-05,0022500177,2025-26
2025-11-04,0022500170,2025-26
2025-11-04,0022500167,2025-26
2025-11-04,0022500170,2025-26
2025-11-04,0022500165,2025-26
2025-11-04,0022500167,2025-26
2025-11-04,0022500166,2025-26
2025-11-04,0022500168,2025-26
2025-11-04,0022500169,2025-26
2025-11-04,0022500169,2025-26
2025-11-04,0022500168,2025-26
2025-11-04,0022500165,2025-26
2025-11-04,0022500166,2025-26
2025-11-03,0022500156,2025-26
2025-11-03,0022500164,2025-26
2025-11-03,0022500157,2025-26
2025-11-03,0022500162,2025-26
2025-11-03,0022500158,2025-26
2025-11-03,0022500158,2025-26
2025-11-03,0022500162,2025-26
2025-11-03,0022500157,2025-26
2025-11-03,0022500160,2025-26
2025-11-03,0022500160,2025-26
2025-11-03,0022500163,2025-26
2025-11-03,0022500161,2025-26
2025-11-03,0022500159,2025-26
2025-11-03,0022500163,2025-26
2025-11-03,0022500159,2025-26
2025-11-03,0022500156,2025-26
2025-11-03,0022500161,2025-26
2025-11-03,0022500164,2025-26
2025-11-02,0022500155,2025-26
2025-11-02,0022500148,2025-26
2025-11-02,0022500148,2025-26
2025-11-02,0022500150,2025-26
2025-11-02,0022500154,2025-26
2025-11-02,0022500153,2025-26
2025-11-02,0022500149,2025-26
2025-11-02,0022500155,2025-26
2025-11-02,0022500151,2025-26
2025-11-02,0022500154,2025-26
2025-11-02,0022500152,2025-26
2025-11-02,0022500152,2025-26
2025-11-02,0022500150,2025-26
2025-11-02,0022500151,2025-26
2025-11-02,0022500153,2025-26
2025-11-02,0022500149,2025-26
2025-11-01,0022500142,2025-26
2025-11-01,0022500145,2025-26
2025-11-01,0022500143,2025-26
2025-11-01,0022500144,2025-26
2025-11-01,0022500142,2025-26
2025-11-01,0022500145,2025-26
2025-11-01,0022500143,2025-26
2025-11-01,0022500146,2025-26
2025-11-01,0022500147,2025-26
2025-11-01,0022500144,2025-26
2025-11-01,0022500146,2025-26
2025-11-01,0022500147,2025-26
2025-10-31,0022500026,2025-26
2025-10-31,0022500024,2025-26
2025-10-31,0022500025,2025-26
2025-10-31,0022500021,2025-26
2025-10-31,0022500020,2025-26
2025-10-31,0022500023,2025-26
2025-10-31,0022500022,2025-26
2025-10-31,0022500026,2025-26
2025-10-31,0022500027,2025-26
2025-10-31,0022500027,2025-26
2025-10-31,0022500025,2025-26
2025-10-31,0022500022,2025-26
2025-10-31,0022500020,2025-26
2025-10-31,0022500023,2025-26
2025-10-31,0022500024,2025-26
2025-10-31,0022500021,2025-26
2025-10-30,0022500141,2025-26
2025-10-30,0022500138,2025-26
2025-10-30,0022500141,2025-26
2025-10-30,0022500140,2025-26
2025-10-30,0022500139,2025-26
2025-10-30,0022500138,2025-26
2025-10-30,0022500140,2025-26
2025-10-30,0022500139,2025-26
2025-10-29,0022500136,2025-26
2025-10-29,0022500135,2025-26
2025-10-29,0022500130,2025-26
2025-10-29,0022500129,2025-26
2025-10-29,0022500131,2025-26
2025-10-29,0022500132,2025-26
2025-10-29,0022500133,2025-26
2025-10-29,0022500137,2025-26
2025-10-29,0022500133,2025-26
2025-10-29,0022500135,2025-26
2025-10-29,0022500132,2025-26
2025-10-29,0022500128,2025-26
2025-10-29,0022500137,2025-26
2025-10-29,0022500136,2025-26
2025-10-29,0022500134,2025-26
2025-10-29,0022500129,2025-26
2025-10-29,0022500130,2025-26
2025-10-29,0022500128,2025-26
2025-10-29,0022500134,2025-26
2025-10-29,0022500131,2025-26
2025-10-28,0022500127,2025-26
2025-10-28,0022500123,2025-26
2025-10-28,0022500126,2025-26
2025-10-28,0022500126,2025-26
2025-10-28,0022500127,2025-26
2025-10-28,0022500124,2025-26
2025-10-28,0022500124,2025-26
2025-10-28,0022500123,2025-26
2025-10-28,0022500125,2025-26
2025-10-28,0022500125,2025-26
2025-10-27,0022500008,2025-26
2025-10-27,0022500119,2025-26
2025-10-27,0022500114,2025-26
2025-10-27,0022500118,2025-26
2025-10-27,0022500007,2025-26
2025-10-27,0022500121,2025-26
2025-10-27,0022500122,2025-26
2025-10-27,0022500115,2025-26
2025-10-27,0022500114,2025-26
2025-10-27,0022500007,2025-26
2025-10-27,0022500119,2025-26
2025-10-27,0022500008,2025-26
2025-10-27,0022500120,2025-26
2025-10-27,0022500117,2025-26
2025-10-27,0022500116,2025-26
2025-10-27,0022500120,2025-26
2025-10-27,0022500117,2025-26
2025-10-27,0022500118,2025-26
2025-10-27,0022500116,2025-26
2025-10-27,0022500121,2025-26
2025-10-27,0022500115,2025-26
2025-10-27,0022500122,2025-26
2025-10-26,0022500113,2025-26
2025-10-26,0022500107,2025-26
2025-10-26,0022500112,2025-26
2025-10-26,0022500106,2025-26
2025-10-26,0022500108,2025-26
2025-10-26,0022500106,2025-26
2025-10-26,0022500109,2025-26
2025-10-26,0022500111,2025-26
2025-10-26,0022500111,2025-26
2025-10-26,0022500109,2025-26
2025-10-26,0022500105,2025-26
2025-10-26,0022500108,2025-26
2025-10-26,0022500105,2025-26
2025-10-26,0022500113,2025-26
2025-10-26,0022500110,2025-26
2025-10-26,0022500112,2025-26
2025-10-26,0022500110,2025-26
2025-10-26,0022500107,2025-26
2025-10-25,0022500103,2025-26
2025-10-25,0022500101,2025-26
2025-10-25,0022500104,2025-26
2025-10-25,0022500100,2025-26
2025-10-25,0022500100,2025-26
2025-10-25,0022500103,2025-26
2025-10-25,0022500102,2025-26
2025-10-25,0022500104,2025-26
2025-10-25,0022500101,2025-26
2025-10-25,0022500102,2025-26
2025-10-24,0022500090,2025-26
2025-10-24,0022500019,2025-26
2025-10-24,0022500099,2025-26
2025-10-24,0022500099,2025-26
2025-10-24,0022500096,2025-26
2025-10-24,0022500018,2025-26
2025-10-24,0022500094,2025-26
2025-10-24,0022500093,2025-26
2025-10-24,0022500092,2025-26
2025-10-24,0022500091,2025-26
2025-10-24,0022500094,2025-26
2025-10-24,0022500098,2025-26
2025-10-24,0022500093,2025-26
2025-10-24,0022500097,2025-26
2025-10-24,0022500019,2025-26
2025-10-24,0022500090,2025-26
2025-10-24,0022500091,2025-26
2025-10-24,0022500095,2025-26
2025-10-24,0022500018,2025-26
2025-10-24,0022500096,2025-26
2025-10-24,0022500098,2025-26
2025-10-24,0022500097,2025-26
2025-10-24,0022500092,2025-26
2025-10-24,0022500095,2025-26
2025-10-23,0022500006,2025-26
2025-10-23,0022500005,2025-26
2025-10-23,0022500006,2025-26
2025-10-23,0022500005,2025-26
2025-10-22,0022500088,2025-26
2025-10-22,0022500083,2025-26
2025-10-22,0022500089,2025-26
2025-10-22,0022500082,2025-26
2025-10-22,0022500080,2025-26
2025-10-22,0022500080,2025-26
2025-10-22,0022500083,2025-26
2025-10-22,0022500004,2025-26
2025-10-22,0022500086,2025-26
2025-10-22,0022500082,2025-26
2025-10-22,0022500085,2025-26
2025-10-22,0022500003,2025-26
2025-10-22,0022500084,2025-26
2025-10-22,0022500087,2025-26
2025-10-22,0022500085,2025-26
2025-10-22,0022500004,2025-26
2025-10-22,0022500084,2025-26
2025-10-22,0022500081,2025-26
2025-10-22,0022500087,2025-26
2025-10-22,0022500089,2025-26
2025-10-22,0022500088,2025-26
2025-10-22,0022500086,2025-26
2025-10-22,0022500003,2025-26
2025-10-22,0022500081,2025-26
2025-10-21,0022500001,2025-26
2025-10-21,0022500002,2025-26
2025-10-21,0022500001,2025-26
2025-10-21,0022500002,2025-26
